id,roomNumber,free,date
2,85,false,2018-01-01
2,316,true,2018-11-20
2,61,true,2018-02-01
2,44,false,2018-01-23
2,518,false,2018-05-01
2,120,true,2018-12-21
2,320,false,2018-05-28
2,120,true,2018-01-06
2,617,true,2018-01-28
2,81,true,2018-07-28
2,21,true,2018-12-08
2,820,false,2018-01-01
2,31,false,2018-12-09
2,11,false,2018-12-17
2,117,false,2018-01-28
2,81,true,2018-06-22
2,51,true,2018-01-01
2,81,false,2018-05-01
2,66,false,2018-12-01
2,215,true,2018-06-01
2,21,true,2018-12-17
2,714,true,2018-07-01
2,85,true,2018-11-01
2,520,false,2018-01-01
2,81,false,2018-08-18
2,720,false,2018-01-01
2,47,false,2018-01-22
2,11,true,2018-03-25
2,820,false,2018-09-24
2,71,true,2018-01-05
2,815,true,2018-12-07
2,77,true,2018-01-01
2,615,true,2018-06-24
2,320,false,2018-01-26
2,114,true,2018-12-11
2,112,false,2018-01-10
2,818,false,2018-01-01
2,816,true,2018-06-01
2,11,false,2018-01-04
2,41,true,2018-12-07
2,110,false,2018-12-28
2,32,false,2018-01-22
2,31,false,2018-12-13
2,520,false,2018-01-18
2,61,true,2018-04-01
2,81,true,2018-12-01
2,53,false,2018-01-01
2,51,false,2018-06-28
2,86,false,2018-03-01
2,220,false,2018-12-20
2,77,false,2018-01-01
2,820,false,2018-02-24
2,81,true,2018-01-21
2,81,false,2018-12-23
2,420,true,2018-01-08
2,320,false,2018-12-01
2,117,true,2018-12-28
2,81,false,2018-10-23
2,55,false,2018-10-07
2,78,false,2018-12-02
2,53,true,2018-11-01
2,86,true,2018-01-01
2,11,false,2018-01-28
2,120,true,2018-11-15
2,82,false,2018-01-28
2,87,false,2018-10-20
2,74,true,2018-01-01
2,21,true,2018-01-21
2,31,false,2018-03-28
2,37,false,2018-01-11
2,220,true,2018-12-28
2,820,false,2018-01-14
2,73,true,2018-01-07
2,81,false,2018-01-01
2,720,false,2018-01-28
2,11,true,2018-12-28
2,620,false,2018-09-01
2,712,true,2018-12-01
2,613,false,2018-01-14
2,11,true,2018-05-01
2,71,false,2018-12-01
2,120,true,2018-12-01
2,71,false,2018-01-28
2,811,false,2018-12-01
2,114,true,2018-12-01
2,14,false,2018-02-14
2,814,true,2018-09-19
2,410,false,2018-02-05
2,67,false,2018-07-28
2,120,false,2018-10-01
2,81,true,2018-01-01
2,11,true,2018-01-01
2,217,true,2018-02-18
2,16,true,2018-03-19
2,212,true,2018-04-14
2,11,false,2018-01-25
2,81,false,2018-01-25
2,820,true,2018-01-24
2,12,false,2018-08-06
2,820,true,2018-06-07
2,120,true,2018-08-01
2,117,true,2018-12-22
2,17,true,2018-01-15
2,11,false,2018-05-01
2,81,false,2018-01-01
2,815,true,2018-01-01
2,81,true,2018-03-10
2,114,false,2018-01-28
2,820,true,2018-01-01
2,416,true,2018-01-28
2,120,false,2018-02-01
2,817,false,2018-11-28
2,31,true,2018-10-10
2,120,true,2018-01-25
2,720,true,2018-01-22
2,81,false,2018-03-26
2,81,true,2018-09-11
2,11,false,2018-01-01
2,820,false,2018-01-03
2,815,true,2018-12-01
2,17,true,2018-11-01
2,220,true,2018-02-01
2,120,false,2018-01-05
2,117,false,2018-01-01
2,72,false,2018-01-17
2,81,true,2018-04-28
2,820,false,2018-12-26
2,115,true,2018-01-28
2,13,false,2018-05-01
2,120,false,2018-03-01
2,118,true,2018-01-18
2,21,false,2018-06-02
2,68,true,2018-01-28
2,519,false,2018-04-01
2,820,false,2018-12-16
2,810,true,2018-01-01
2,117,true,2018-01-24
2,819,false,2018-02-01
2,11,true,2018-12-28
2,820,false,2018-01-01
2,411,false,2018-02-14
2,120,true,2018-01-22
2,518,true,2018-03-01
2,418,true,2018-01-28
2,81,false,2018-12-07
2,31,false,2018-01-28
2,818,true,2018-10-01
2,86,false,2018-01-01
2,61,true,2018-12-16
2,314,false,2018-01-01
2,719,true,2018-12-01
2,42,true,2018-11-27
2,41,true,2018-01-28
2,11,false,2018-01-09
2,81,true,2018-12-12
2,69,true,2018-04-01
2,111,true,2018-07-07
2,53,true,2018-01-01
2,17,true,2018-09-09
2,113,true,2018-08-10
2,320,false,2018-01-01
2,11,true,2018-02-01
2,11,true,2018-12-01
2,81,false,2018-01-01
2,113,false,2018-03-23
2,820,false,2018-12-28
2,11,false,2018-03-28
2,11,true,2018-08-01
2,220,true,2018-09-28
2,520,false,2018-01-18
2,820,false,2018-03-01
2,219,false,2018-01-06
2,811,true,2018-01-21
2,313,true,2018-01-01
2,616,true,2018-12-24
2,71,false,2018-12-16
2,120,false,2018-01-16
2,81,false,2018-01-19
2,12,false,2018-10-01
2,27,false,2018-01-26
2,11,true,2018-03-18
2,18,true,2018-09-15
2,49,false,2018-11-22
2,17,false,2018-01-01
2,69,false,2018-06-12
2,117,false,2018-12-14
2,820,false,2018-01-11
2,31,true,2018-01-01
2,512,true,2018-12-01
2,110,true,2018-12-01
2,16,true,2018-09-22
2,65,true,2018-12-01
2,820,true,2018-05-03
2,11,true,2018-07-01
2,11,true,2018-01-01
2,820,false,2018-01-01
2,52,true,2018-12-17
2,116,true,2018-01-26
2,11,true,2018-01-04
2,815,true,2018-07-04
2,715,true,2018-11-01
2,11,true,2018-07-01
2,117,true,2018-12-01
2,11,true,2018-10-01
2,16,false,2018-05-24
3,116,false,2018-12-06
3,817,true,2018-01-12
3,71,false,2018-10-01
3,118,true,2018-05-19
3,120,true,2018-06-01
3,116,false,2018-03-28
3,21,true,2018-10-18
3,812,true,2018-12-21
3,115,false,2018-10-01
3,815,false,2018-07-01
3,116,false,2018-12-28
3,45,false,2018-01-01
3,11,false,2018-12-01
3,120,true,2018-12-09
3,51,false,2018-01-22
3,112,false,2018-12-18
3,315,false,2018-02-02
3,615,false,2018-01-28
3,812,true,2018-05-28
3,118,true,2018-01-15
3,820,true,2018-09-28
3,11,true,2018-12-01
3,410,false,2018-11-07
3,118,true,2018-04-28
3,110,true,2018-07-01
3,110,true,2018-01-28
3,71,true,2018-03-01
3,110,true,2018-08-06
3,120,true,2018-01-01
3,120,true,2018-01-03
3,61,false,2018-12-24
3,610,true,2018-05-28
3,11,true,2018-09-28
3,51,true,2018-05-01
3,120,false,2018-09-23
3,514,true,2018-12-01
3,120,true,2018-01-28
3,117,false,2018-07-01
3,87,false,2018-12-01
3,61,true,2018-01-01
3,86,false,2018-01-01
3,11,false,2018-01-28
3,812,true,2018-01-27
3,82,true,2018-12-19
3,39,false,2018-04-26
3,43,false,2018-01-22
3,120,true,2018-01-28
3,81,false,2018-01-01
3,11,true,2018-05-06
3,412,false,2018-12-23
3,51,false,2018-12-01
3,21,false,2018-05-01
3,820,true,2018-11-08
3,116,true,2018-06-01
3,320,true,2018-12-28
3,520,false,2018-01-28
3,39,false,2018-11-01
3,81,true,2018-07-28
3,717,true,2018-12-01
3,31,false,2018-01-09
3,81,true,2018-01-02
3,620,true,2018-03-28
3,13,false,2018-01-16
3,61,false,2018-03-27
3,820,false,2018-12-28
3,810,false,2018-10-01
3,11,false,2018-01-20
3,81,true,2018-06-01
3,81,false,2018-12-01
3,420,false,2018-12-01
3,820,true,2018-10-01
3,87,false,2018-12-01
3,818,false,2018-01-02
3,61,false,2018-01-18
3,112,true,2018-07-01
3,86,false,2018-02-08
3,520,false,2018-12-01
3,810,true,2018-12-01
3,111,false,2018-04-28
3,810,true,2018-03-21
3,120,true,2018-04-08
3,11,false,2018-01-09
3,420,true,2018-09-28
3,11,false,2018-03-01
3,12,true,2018-05-24
3,11,true,2018-01-04
3,61,false,2018-07-01
3,620,true,2018-01-15
3,11,true,2018-12-01
3,520,true,2018-01-28
3,22,true,2018-09-11
3,120,false,2018-01-28
3,216,true,2018-11-01
3,13,false,2018-07-01
3,86,true,2018-01-20
3,11,false,2018-07-14
3,820,true,2018-05-28
3,81,true,2018-09-01
3,112,true,2018-12-01
3,215,false,2018-07-05
3,81,false,2018-10-01
3,82,false,2018-04-01
3,71,true,2018-08-22
3,81,false,2018-05-27
3,120,true,2018-04-01
3,819,true,2018-12-28
3,61,true,2018-12-06
3,116,false,2018-01-12
3,15,true,2018-10-01
3,81,false,2018-12-03
3,19,false,2018-01-01
3,517,true,2018-12-01
3,42,false,2018-04-05
3,81,true,2018-08-01
3,120,true,2018-01-28
3,41,true,2018-01-01
3,115,true,2018-01-01
3,81,false,2018-12-12
3,81,true,2018-01-06
3,814,false,2018-12-01
3,220,false,2018-01-28
3,120,false,2018-12-20
3,120,false,2018-09-11
3,11,true,2018-01-01
3,74,true,2018-02-28
3,15,false,2018-01-08
3,120,false,2018-01-01
3,720,true,2018-01-01
3,220,true,2018-12-11
3,820,true,2018-11-14
3,11,true,2018-12-28
3,64,false,2018-06-28
3,14,false,2018-01-18
3,18,false,2018-09-03
3,12,true,2018-05-28
3,11,true,2018-02-28
3,510,true,2018-03-01
3,11,false,2018-12-25
3,817,false,2018-12-01
3,85,false,2018-12-13
3,520,false,2018-03-28
3,21,false,2018-01-01
3,51,true,2018-01-08
3,810,true,2018-08-09
3,620,true,2018-04-01
3,31,true,2018-01-28
3,817,false,2018-01-17
3,81,true,2018-11-01
3,817,false,2018-05-28
3,82,true,2018-06-01
3,519,false,2018-01-04
3,615,true,2018-03-01
3,317,true,2018-12-01
3,110,true,2018-12-01
3,111,false,2018-01-01
3,11,false,2018-01-01
3,81,true,2018-11-18
3,11,true,2018-11-28
3,81,true,2018-12-01
3,817,true,2018-01-21
3,26,true,2018-01-15
3,21,false,2018-04-01
3,11,true,2018-12-07
3,11,false,2018-12-06
3,81,false,2018-04-01
3,116,true,2018-01-03
3,17,true,2018-01-27
3,513,true,2018-03-01
3,120,true,2018-10-01
3,11,true,2018-03-20
3,112,true,2018-12-01
3,17,false,2018-04-01
3,720,false,2018-01-17
3,72,false,2018-03-22
3,81,false,2018-06-03
3,51,false,2018-12-01
3,41,true,2018-01-01
3,217,true,2018-04-28
3,81,false,2018-01-01
3,11,true,2018-03-13
3,120,true,2018-03-28
3,81,true,2018-01-15
3,120,true,2018-02-25
3,120,false,2018-01-01
3,84,true,2018-06-08
3,11,true,2018-05-05
3,515,true,2018-07-27
3,41,true,2018-12-27
3,115,true,2018-11-01
3,41,true,2018-01-17
3,11,false,2018-01-26
3,18,true,2018-12-11
3,416,false,2018-02-01
3,85,false,2018-01-03
3,11,false,2018-05-28
3,720,false,2018-01-25
3,120,true,2018-01-09
3,81,true,2018-12-01
3,220,false,2018-05-28
3,117,false,2018-01-22
3,29,true,2018-01-16
3,119,true,2018-06-01
3,711,true,2018-11-16
3,21,false,2018-05-03
3,21,false,2018-12-01
3,813,false,2018-03-21
3,112,false,2018-01-14
3,113,true,2018-12-21
3,820,false,2018-11-28
3,81,false,2018-01-05
3,114,false,2018-04-01
3,220,true,2018-09-05
3,814,true,2018-07-01
3,27,false,2018-04-21
3,117,true,2018-01-20
3,316,true,2018-02-27
3,13,true,2018-01-15
3,11,false,2018-07-28
3,11,true,2018-12-01
3,64,true,2018-09-07
3,21,false,2018-01-28
3,120,true,2018-12-11
3,11,true,2018-01-14
3,41,false,2018-01-10
3,11,true,2018-06-24
3,51,false,2018-03-20
3,11,false,2018-12-01
3,310,false,2018-01-09
3,61,true,2018-12-17
3,519,true,2018-01-28
3,820,false,2018-01-28
3,113,false,2018-01-19
3,81,false,2018-06-01
3,114,true,2018-01-28
3,118,false,2018-04-03
3,87,true,2018-03-01
3,820,true,2018-01-01
3,520,true,2018-01-08
3,713,true,2018-06-01
3,110,true,2018-01-28
3,86,true,2018-12-08
3,87,false,2018-01-01
3,220,true,2018-12-28
3,11,false,2018-12-01
3,12,true,2018-02-04
3,11,true,2018-12-03
3,11,false,2018-03-01
3,118,false,2018-01-25
3,21,false,2018-06-28
3,78,true,2018-01-01
3,71,true,2018-01-09
3,81,true,2018-03-23
3,31,true,2018-11-28
3,213,false,2018-09-20
3,520,false,2018-08-01
3,112,false,2018-04-14
3,15,true,2018-07-01
3,120,true,2018-11-01
3,114,true,2018-05-21
3,614,false,2018-12-01
3,120,false,2018-12-26
3,21,false,2018-01-01
3,216,true,2018-08-19
3,820,false,2018-06-01
3,116,true,2018-09-01
3,812,false,2018-01-01
3,720,false,2018-11-08
3,22,true,2018-02-11
3,86,false,2018-06-28
3,81,true,2018-04-01
3,118,false,2018-04-03
3,81,true,2018-01-28
3,820,true,2018-01-28
3,120,true,2018-06-10
3,520,false,2018-04-01
3,615,false,2018-12-01
3,81,true,2018-01-01
3,33,false,2018-01-08
3,41,true,2018-09-12
3,41,true,2018-06-07
3,11,true,2018-02-01
3,216,false,2018-12-01
3,86,true,2018-01-04
3,11,false,2018-01-09
3,220,true,2018-10-27
3,819,true,2018-01-28
3,320,false,2018-05-01
3,11,true,2018-01-28
3,120,true,2018-01-03
3,11,true,2018-05-01
3,11,true,2018-01-01
3,81,true,2018-06-27
3,119,false,2018-01-01
3,714,false,2018-04-22
3,617,false,2018-01-01
3,816,true,2018-12-20
3,34,false,2018-01-22
3,77,true,2018-03-17
3,720,false,2018-01-01
3,711,false,2018-09-28
4,83,true,2018-01-01
4,33,true,2018-07-01
4,12,false,2018-12-05
4,11,true,2018-06-04
4,714,false,2018-12-01
4,11,true,2018-01-19
4,820,false,2018-06-25
4,816,false,2018-12-28
4,11,true,2018-12-15
4,63,false,2018-12-20
4,11,false,2018-01-25
4,11,false,2018-01-28
4,120,false,2018-09-28
4,514,false,2018-01-01
4,81,false,2018-11-28
4,71,false,2018-04-28
4,58,true,2018-01-01
4,117,true,2018-01-01
4,13,false,2018-01-28
4,111,true,2018-01-01
4,11,true,2018-12-09
4,416,false,2018-12-28
4,17,false,2018-09-01
4,11,true,2018-06-22
4,813,true,2018-01-05
4,39,true,2018-05-28
4,41,false,2018-01-01
4,11,false,2018-01-05
4,820,false,2018-04-11
4,18,false,2018-08-22
4,61,true,2018-08-01
4,82,true,2018-01-06
4,11,false,2018-06-11
4,71,false,2018-03-01
4,15,true,2018-01-28
4,820,false,2018-01-09
4,720,false,2018-01-22
4,71,false,2018-01-07
4,11,false,2018-01-28
4,17,false,2018-07-01
4,81,false,2018-12-14
4,83,false,2018-04-05
4,83,false,2018-01-24
4,81,true,2018-03-01
4,21,true,2018-05-01
4,320,false,2018-12-28
4,118,false,2018-12-01
4,28,true,2018-08-28
4,19,false,2018-02-28
4,51,true,2018-01-10
4,712,true,2018-11-07
4,11,true,2018-01-01
4,810,true,2018-09-01
4,11,false,2018-11-24
4,56,false,2018-12-07
4,812,true,2018-12-07
4,120,false,2018-01-17
4,113,true,2018-02-28
4,71,true,2018-12-25
4,114,false,2018-08-26
4,120,true,2018-01-28
4,812,false,2018-12-27
4,81,true,2018-12-14
4,120,true,2018-10-01
4,514,false,2018-01-12
4,11,true,2018-10-03
4,71,false,2018-01-20
4,81,true,2018-11-28
4,11,false,2018-01-16
4,11,true,2018-12-04
4,81,false,2018-12-03
4,220,true,2018-10-01
4,43,false,2018-03-17
4,820,false,2018-01-08
4,11,true,2018-01-01
4,16,true,2018-01-28
4,81,false,2018-01-01
4,820,false,2018-08-01
4,31,true,2018-01-26
4,55,false,2018-01-01
4,61,false,2018-06-01
4,220,true,2018-01-28
4,114,true,2018-06-01
4,81,false,2018-03-19
4,815,false,2018-01-01
4,51,true,2018-12-10
4,31,false,2018-12-10
4,719,false,2018-01-20
4,820,true,2018-01-03
4,58,true,2018-12-01
4,14,true,2018-04-09
4,61,true,2018-12-02
4,120,false,2018-09-10
4,118,false,2018-08-01
4,420,false,2018-12-26
4,315,false,2018-01-25
4,820,false,2018-08-28
4,820,true,2018-12-01
4,11,false,2018-06-19
4,116,false,2018-05-05
4,220,true,2018-12-25
4,812,false,2018-05-01
4,11,true,2018-01-28
4,81,true,2018-11-01
4,120,true,2018-01-01
4,213,true,2018-08-13
4,120,true,2018-12-08
4,11,true,2018-01-28
4,18,true,2018-01-04
4,81,false,2018-01-20
4,111,false,2018-08-02
4,13,false,2018-06-04
4,520,false,2018-06-26
4,16,false,2018-01-20
4,118,true,2018-02-10
4,71,true,2018-06-01
4,16,true,2018-12-23
4,320,true,2018-10-06
4,21,true,2018-11-24
4,614,true,2018-08-27
4,11,true,2018-04-28
4,51,true,2018-05-06
4,120,false,2018-09-28
4,11,false,2018-05-01
4,32,true,2018-07-01
4,811,false,2018-04-01
4,81,false,2018-01-28
4,120,true,2018-12-01
4,32,true,2018-01-28
4,81,true,2018-01-01
4,420,true,2018-12-28
4,616,false,2018-01-08
4,115,false,2018-01-01
4,81,true,2018-12-01
4,41,true,2018-06-28
4,412,false,2018-09-06
4,11,false,2018-01-01
4,45,true,2018-01-17
4,820,false,2018-01-20
4,617,true,2018-04-28
4,11,true,2018-01-01
4,71,false,2018-01-09
4,115,true,2018-01-04
4,120,false,2018-01-01
4,72,true,2018-10-26
4,51,false,2018-01-01
4,17,true,2018-10-24
4,78,true,2018-01-15
4,11,true,2018-08-28
4,11,false,2018-01-01
4,720,true,2018-08-01
4,517,false,2018-06-01
4,11,false,2018-01-13
4,820,true,2018-06-09
4,819,false,2018-01-28
4,120,false,2018-03-01
4,34,false,2018-04-23
4,112,false,2018-03-28
4,34,false,2018-12-01
4,220,true,2018-02-28
4,11,false,2018-09-28
4,71,true,2018-01-24
4,513,true,2018-01-01
4,11,true,2018-05-01
4,820,false,2018-01-22
4,320,true,2018-12-01
4,314,true,2018-11-28
4,18,true,2018-12-01
4,18,false,2018-01-28
4,520,true,2018-12-01
4,320,false,2018-10-18
4,820,true,2018-01-01
4,71,true,2018-01-01
4,120,true,2018-10-09
4,31,true,2018-01-01
4,81,false,2018-01-15
4,52,false,2018-01-28
4,617,true,2018-01-28
4,11,true,2018-01-17
4,11,true,2018-12-28
4,62,false,2018-08-01
4,77,false,2018-12-01
4,59,true,2018-01-28
4,810,false,2018-12-01
4,120,false,2018-01-19
4,71,false,2018-01-28
4,81,false,2018-03-01
4,220,true,2018-06-02
4,420,false,2018-01-18
4,120,false,2018-12-02
4,51,false,2018-11-01
4,810,false,2018-10-03
4,120,true,2018-01-27
4,11,false,2018-01-23
4,520,true,2018-03-28
4,54,true,2018-12-01
4,110,true,2018-01-15
4,11,false,2018-01-05
4,14,false,2018-08-01
4,85,false,2018-12-21
4,618,true,2018-02-21
4,720,true,2018-12-01
4,11,true,2018-12-01
4,11,true,2018-12-09
4,16,false,2018-12-01
4,820,false,2018-01-01
4,51,false,2018-01-01
4,11,true,2018-08-22
4,120,true,2018-04-01
4,19,true,2018-01-01
4,820,false,2018-01-02
4,813,false,2018-06-12
4,61,false,2018-01-23
4,814,false,2018-01-08
4,18,false,2018-08-01
4,81,true,2018-07-01
4,79,true,2018-01-18
4,11,false,2018-01-02
4,614,true,2018-05-19
4,11,false,2018-01-22
4,820,false,2018-01-21
4,11,true,2018-01-01
4,61,false,2018-12-11
4,720,false,2018-06-01
4,17,true,2018-08-13
4,720,true,2018-01-17
4,11,false,2018-01-28
4,51,false,2018-11-01
4,810,true,2018-01-28
4,816,false,2018-03-22
4,51,false,2018-12-28
4,83,true,2018-04-15
4,31,true,2018-07-19
4,11,true,2018-01-01
4,81,false,2018-12-01
4,112,false,2018-02-17
4,620,true,2018-01-01
4,89,false,2018-07-10
4,41,true,2018-12-01
4,120,false,2018-01-25
4,83,false,2018-01-01
4,520,false,2018-12-01
4,81,true,2018-12-28
4,617,true,2018-05-28
4,68,true,2018-07-04
4,112,false,2018-01-11
4,85,false,2018-12-28
4,820,false,2018-12-18
4,81,false,2018-01-12
4,120,false,2018-01-21
4,113,false,2018-01-15
4,812,true,2018-01-01
4,810,false,2018-01-01
4,42,true,2018-01-03
4,17,false,2018-09-11
4,120,true,2018-01-19
4,112,true,2018-01-01
4,120,false,2018-01-06
4,214,false,2018-12-17
4,320,false,2018-12-26
4,419,false,2018-12-16
4,81,true,2018-02-28
4,120,false,2018-02-11
4,220,true,2018-11-01
4,120,false,2018-10-28
4,81,true,2018-07-16
4,818,true,2018-01-01
4,11,true,2018-01-01
4,420,false,2018-05-01
4,113,false,2018-01-01
4,19,true,2018-07-01
4,117,true,2018-06-01
4,120,false,2018-10-01
5,520,false,2018-02-17
5,11,true,2018-01-07
5,11,true,2018-12-28
5,67,false,2018-12-08
5,11,true,2018-05-01
5,820,false,2018-04-04
5,11,true,2018-05-28
5,81,true,2018-10-28
5,31,false,2018-03-01
5,610,false,2018-01-28
5,81,true,2018-08-25
5,81,true,2018-01-09
5,815,false,2018-01-01
5,115,false,2018-01-20
5,81,true,2018-12-01
5,420,false,2018-01-28
5,11,false,2018-12-28
5,120,true,2018-03-26
5,120,true,2018-06-28
5,211,false,2018-04-28
5,818,false,2018-12-09
5,120,true,2018-01-20
5,61,true,2018-08-01
5,319,false,2018-12-05
5,811,false,2018-08-01
5,58,true,2018-08-22
5,315,true,2018-01-01
5,71,false,2018-01-01
5,519,false,2018-05-06
5,59,true,2018-12-17
5,11,true,2018-12-28
5,76,false,2018-11-05
5,11,true,2018-12-02
5,820,true,2018-02-14
5,11,true,2018-12-01
5,61,true,2018-12-01
5,17,true,2018-06-28
5,61,true,2018-01-24
5,19,false,2018-01-14
5,41,false,2018-01-28
5,819,false,2018-01-10
5,120,false,2018-01-27
5,43,true,2018-10-28
5,61,false,2018-12-14
5,117,true,2018-02-03
5,120,true,2018-01-02
5,120,true,2018-12-25
5,811,true,2018-12-06
5,81,true,2018-12-28
5,31,true,2018-07-06
5,120,true,2018-02-28
5,11,false,2018-02-21
5,17,false,2018-06-24
5,21,true,2018-01-28
5,214,false,2018-07-01
5,116,false,2018-01-28
5,81,false,2018-10-09
5,120,false,2018-03-28
5,220,true,2018-01-28
5,110,false,2018-12-01
5,81,true,2018-01-01
5,11,true,2018-01-28
5,220,false,2018-01-28
5,520,false,2018-05-25
5,64,false,2018-01-24
5,11,false,2018-01-12
5,118,true,2018-01-08
5,36,true,2018-11-28
5,51,true,2018-08-01
5,86,true,2018-01-25
5,81,true,2018-08-28
5,113,false,2018-01-20
5,116,false,2018-01-28
5,111,true,2018-05-20
5,81,false,2018-01-28
5,21,false,2018-01-01
5,814,false,2018-12-02
5,420,false,2018-09-23
5,41,true,2018-11-25
5,41,true,2018-01-28
5,820,true,2018-11-01
5,81,true,2018-04-28
5,21,false,2018-01-01
5,115,false,2018-12-01
5,15,false,2018-01-26
5,212,false,2018-10-24
5,31,false,2018-11-28
5,21,true,2018-08-28
5,120,true,2018-07-12
5,717,true,2018-04-09
5,614,true,2018-01-01
5,620,true,2018-01-28
5,61,false,2018-01-01
5,120,true,2018-10-01
5,220,false,2018-12-20
5,81,true,2018-07-01
5,81,false,2018-05-14
5,718,true,2018-06-14
5,81,false,2018-01-18
5,720,true,2018-07-01
5,711,false,2018-01-01
5,11,false,2018-01-28
5,620,false,2018-05-28
5,220,false,2018-01-01
5,41,false,2018-04-09
5,112,false,2018-06-01
5,120,true,2018-09-14
5,112,false,2018-02-20
5,87,false,2018-12-01
5,820,true,2018-01-01
5,120,false,2018-05-19
5,119,true,2018-04-24
5,120,false,2018-05-28
5,19,false,2018-01-09
5,115,true,2018-12-22
5,820,false,2018-01-02
5,120,true,2018-01-12
5,81,true,2018-12-26
5,820,true,2018-04-01
5,420,true,2018-10-28
5,220,false,2018-04-01
5,82,false,2018-12-01
5,43,true,2018-02-01
5,74,true,2018-01-01
5,720,true,2018-12-12
5,12,true,2018-02-11
5,116,true,2018-03-10
5,11,true,2018-12-25
5,220,false,2018-01-28
5,38,true,2018-12-28
5,15,true,2018-05-01
5,75,false,2018-01-28
5,11,true,2018-09-28
5,22,true,2018-05-20
5,620,false,2018-01-21
5,816,true,2018-02-28
5,61,true,2018-05-01
5,320,true,2018-01-01
5,520,false,2018-02-28
5,61,false,2018-12-28
5,81,true,2018-01-01
5,117,true,2018-01-10
5,820,true,2018-01-01
5,820,false,2018-01-20
5,61,false,2018-12-01
5,312,false,2018-01-27
5,51,true,2018-02-04
5,112,false,2018-07-28
5,815,true,2018-01-28
5,11,false,2018-12-28
5,120,true,2018-01-01
5,320,false,2018-09-01
5,618,false,2018-01-01
5,317,true,2018-01-19
5,811,false,2018-03-12
5,51,false,2018-01-13
5,81,true,2018-01-01
5,11,false,2018-01-26
5,18,false,2018-01-01
5,116,false,2018-02-28
5,61,true,2018-01-23
5,820,false,2018-12-09
5,41,true,2018-01-01
5,112,false,2018-02-09
5,220,true,2018-04-01
5,11,true,2018-05-28
5,220,false,2018-03-01
5,81,false,2018-01-07
5,31,true,2018-11-01
5,816,false,2018-11-08
5,11,false,2018-01-01
5,819,false,2018-12-25
5,31,true,2018-09-28
5,15,false,2018-01-28
5,16,true,2018-01-28
5,84,true,2018-03-02
5,12,true,2018-08-19
5,71,true,2018-09-25
5,120,true,2018-02-01
5,820,true,2018-01-01
5,420,true,2018-01-14
5,816,false,2018-02-16
5,21,true,2018-07-01
5,21,false,2018-12-27
5,11,false,2018-09-03
5,11,true,2018-07-28
5,110,false,2018-06-05
5,110,false,2018-05-01
5,81,false,2018-01-28
5,820,true,2018-01-01
5,49,true,2018-09-06
5,81,true,2018-12-10
5,11,false,2018-12-10
5,115,true,2018-01-06
5,21,true,2018-07-28
5,81,true,2018-08-14
5,49,false,2018-09-28
5,811,false,2018-01-01
5,11,true,2018-05-28
5,11,false,2018-01-01
5,82,false,2018-01-15
