id,name,category,distance,address,lat,long
5,Galeria San Roma,Galeria,1.0,Salamanca Spain,40.955967,-5.6802244
5,Parque Santa Clara,Parque,500.0,Bourdeaux France,44.84044,-0.5805
5,Parque Provincial,Parque,36.77908,Bourdeaux France,44.84044,-0.5805
5,Puente Mayor,Puente,449.53186,Cannes France,43.55135,7.01275
5,Sala Clamores,Sala,352.99945,Rome Italy,41.89193,12.51133
5,Puente Nueva,Puente,213.78635,Nice France,43.70313,7.26608
5,Puente Mayor,Puente,27.651148,Salamanca Spain,40.955967,-5.6802244
5,Sala Santa Clara,Sala,482.7274,Salamanca Spain,40.955967,-5.6802244
5,Catedral Nueva,Catedral,1.0,Palermo Italy,38.13205,13.33561
5,Ayuntamiento Romano,Ayuntamiento,120.71366,Madrid Spain,40.489353,-3.6827462
5,Ayuntamiento Santa Clara,Ayuntamiento,500.0,Lyon France,45.74846,4.84671
5,Puente Los Mostenses,Puente,497.77386,Sevilla Spain,37.39141,-5.9591775
5,Parque Los Mostenses,Parque,209.3849,Florencia Italy,43.77925,11.24626
5,Plaza Maldonado,Plaza,153.10403,Cannes France,43.55135,7.01275
5,Museo Nueva,Museo,366.81903,Milan Italy,45.46427,9.18951
5,Parque Provincial,Parque,0.1,Valencia Spain,39.456116,-0.3545661
5,Salon Nueva,Salon,500.0,Porto Portugal,41.14961,-8.61099
5,Museo Clamores,Museo,500.0,Florencia Italy,43.77925,11.24626
5,Igelesia San Isidro,Igelesia,1.0,Lyon France,45.74846,4.84671
6,Ayuntamiento Los Mostenses,Ayuntamiento,112.29445,Salamanca Spain,40.955967,-5.6802244
6,Puente Vieja,Puente,0.1,Lyon France,45.74846,4.84671
6,Salon Provincial,Salon,0.1,Porto Portugal,41.14961,-8.61099
6,Parque Maldonado,Parque,0.1,Salamanca Spain,40.955967,-5.6802244
6,Igelesia San Isidro,Igelesia,1.0,Nantes France,47.21725,-1.55336
6,Sala Clamores,Sala,500.0,Cannes France,43.55135,7.01275
6,Plaza Romano,Plaza,0.1,Madrid Spain,40.489353,-3.6827462
6,Plaza Vieja,Plaza,484.56314,Salamanca Spain,40.955967,-5.6802244
6,Salon Vieja,Salon,369.41217,Valencia Spain,39.456116,-0.3545661
6,Plaza Maldonado,Plaza,1.0,Rome Italy,41.89193,12.51133
6,Catedral San Roma,Catedral,0.1,Barcelona Spain,41.3818,2.1685
6,Sala Santa Clara,Sala,193.47792,Florencia Italy,43.77925,11.24626
6,Igelesia Real,Igelesia,500.0,Florencia Italy,43.77925,11.24626
6,Parque San Roma,Parque,1.0,Lyon France,45.74846,4.84671
6,Museo San Roma,Museo,296.3331,Madrid Spain,40.489353,-3.6827462
6,Galeria Maldonado,Galeria,1.0,Paris France,48.85341,2.3488
6,Palacio San Isidro,Palacio,500.0,Barcelona Spain,41.3818,2.1685
6,Sala Los Mostenses,Sala,1.0,Rome Italy,41.89193,12.51133
6,Ayuntamiento Nueva,Ayuntamiento,1.0,Valencia Spain,39.456116,-0.3545661
6,Plaza Romano,Plaza,361.04803,Estoril Portugal,38.70571,-9.39773
6,Parque Los Mostenses,Parque,500.0,Cannes France,43.55135,7.01275
6,Galeria Romano,Galeria,75.54489,Bourdeaux France,44.84044,-0.5805
6,Catedral San Roma,Catedral,446.51227,Lisboa Portugal,38.71667,-9.13333
6,Catedral Mayor,Catedral,55.777046,Bourdeaux France,44.84044,-0.5805
6,Puente Vieja,Puente,52.363556,Paris France,48.85341,2.3488
6,Igelesia Clamores,Igelesia,451.05075,Paris France,48.85341,2.3488
6,Catedral San Roma,Catedral,0.1,Estoril Portugal,38.70571,-9.39773
6,Museo Vieja,Museo,354.79996,Paris France,48.85341,2.3488
6,Palacio Nueva,Palacio,0.1,Cannes France,43.55135,7.01275
7,Sala Los Mostenses,Sala,500.0,Madrid Spain,40.489353,-3.6827462
7,Igelesia Nueva,Igelesia,491.04095,Rome Italy,41.89193,12.51133
7,Plaza Los Mostenses,Plaza,1.0,Barcelona Spain,41.3818,2.1685
7,Palacio Romano,Palacio,371.44907,Florencia Italy,43.77925,11.24626
7,Sala San Roma,Sala,500.0,Madrid Spain,40.489353,-3.6827462
7,Igelesia Vieja,Igelesia,280.70328,Estoril Portugal,38.70571,-9.39773
7,Ayuntamiento Maldonado,Ayuntamiento,71.89936,Sevilla Spain,37.39141,-5.9591775
7,Catedral Los Mostenses,Catedral,72.851555,Sevilla Spain,37.39141,-5.9591775
7,Plaza Nueva,Plaza,500.0,Lisboa Portugal,38.71667,-9.13333
7,Salon Santa Clara,Salon,500.0,Nice France,43.70313,7.26608
7,Museo Provincial,Museo,1.0,Nice France,43.70313,7.26608
7,Igelesia San Isidro,Igelesia,48.393925,Valencia Spain,39.456116,-0.3545661
7,Sala Maldonado,Sala,1.0,Cannes France,43.55135,7.01275
7,Salon Real,Salon,308.8148,Porto Portugal,41.14961,-8.61099
7,Plaza Provincial,Plaza,1.0,Valencia Spain,39.456116,-0.3545661
7,Galeria San Isidro,Galeria,247.60051,Salamanca Spain,40.955967,-5.6802244
7,Palacio Los Mostenses,Palacio,75.75379,Milan Italy,45.46427,9.18951
7,Catedral Provincial,Catedral,74.18455,Rome Italy,41.89193,12.51133
7,Ayuntamiento San Isidro,Ayuntamiento,0.1,Estoril Portugal,38.70571,-9.39773
7,Palacio San Isidro,Palacio,332.03488,Rome Italy,41.89193,12.51133
7,Galeria Real,Galeria,1.0,Estoril Portugal,38.70571,-9.39773
7,Museo Los Mostenses,Museo,473.95502,Nantes France,47.21725,-1.55336
7,Puente Mayor,Puente,500.0,Florencia Italy,43.77925,11.24626
7,Museo Provincial,Museo,389.2822,Lisboa Portugal,38.71667,-9.13333
7,Sala San Isidro,Sala,0.1,Rome Italy,41.89193,12.51133
7,Galeria San Roma,Galeria,500.0,Estoril Portugal,38.70571,-9.39773
7,Sala Provincial,Sala,123.02704,Rome Italy,41.89193,12.51133
7,Salon Santa Clara,Salon,3.1189022,Cannes France,43.55135,7.01275
7,Plaza San Isidro,Plaza,325.81885,Estoril Portugal,38.70571,-9.39773
7,Catedral Maldonado,Catedral,500.0,Madrid Spain,40.489353,-3.6827462
8,Plaza Los Mostenses,Plaza,1.0,Lisboa Portugal,38.71667,-9.13333
8,Galeria Santa Clara,Galeria,500.0,Milan Italy,45.46427,9.18951
8,Plaza Nueva,Plaza,92.03799,Lyon France,45.74846,4.84671
8,Ayuntamiento Vieja,Ayuntamiento,0.1,Estoril Portugal,38.70571,-9.39773
8,Plaza Nueva,Plaza,278.70248,Salamanca Spain,40.955967,-5.6802244
8,Palacio Nueva,Palacio,0.1,Lisboa Portugal,38.71667,-9.13333
8,Igelesia Real,Igelesia,1.0,Salamanca Spain,40.955967,-5.6802244
8,Museo Nueva,Museo,0.1,Sevilla Spain,37.39141,-5.9591775
8,Plaza Mayor,Plaza,447.4337,Cannes France,43.55135,7.01275
9,Plaza Maldonado,Plaza,1.0,Cannes France,43.55135,7.01275
9,Palacio Maldonado,Palacio,0.1,Estoril Portugal,38.70571,-9.39773
9,Palacio San Isidro,Palacio,500.0,Milan Italy,45.46427,9.18951
9,Plaza Nueva,Plaza,0.1,Nice France,43.70313,7.26608
9,Catedral Clamores,Catedral,342.54947,Florencia Italy,43.77925,11.24626
9,Parque Provincial,Parque,380.48407,Sevilla Spain,37.39141,-5.9591775
9,Museo Los Mostenses,Museo,0.1,Cascais Portugal,38.6979,-9.42146
9,Ayuntamiento Clamores,Ayuntamiento,500.0,Barcelona Spain,41.3818,2.1685
9,Museo Santa Clara,Museo,500.0,Bourdeaux France,44.84044,-0.5805
9,Igelesia Los Mostenses,Igelesia,121.373566,Florencia Italy,43.77925,11.24626
9,Palacio Clamores,Palacio,1.0,Estoril Portugal,38.70571,-9.39773
9,Igelesia San Roma,Igelesia,500.0,Bourdeaux France,44.84044,-0.5805
9,Galeria San Roma,Galeria,500.0,Lisboa Portugal,38.71667,-9.13333
9,Museo Romano,Museo,0.1,Madrid Spain,40.489353,-3.6827462
9,Ayuntamiento Maldonado,Ayuntamiento,0.1,Madrid Spain,40.489353,-3.6827462
9,Parque San Isidro,Parque,16.63839,Nantes France,47.21725,-1.55336
9,Puente Real,Puente,0.1,Rome Italy,41.89193,12.51133
9,Catedral Maldonado,Catedral,0.1,Paris France,48.85341,2.3488
9,Salon Nueva,Salon,264.89655,Cascais Portugal,38.6979,-9.42146
9,Catedral Santa Clara,Catedral,500.0,Lisboa Portugal,38.71667,-9.13333
9,Museo Vieja,Museo,0.1,Bourdeaux France,44.84044,-0.5805
9,Museo Santa Clara,Museo,22.795952,Estoril Portugal,38.70571,-9.39773
9,Plaza Vieja,Plaza,205.75356,Paris France,48.85341,2.3488
9,Igelesia Clamores,Igelesia,419.21234,Palermo Italy,38.13205,13.33561
9,Catedral Mayor,Catedral,103.06619,Cannes France,43.55135,7.01275
9,Parque Nueva,Parque,0.1,Lyon France,45.74846,4.84671
9,Galeria Provincial,Galeria,1.0,Palermo Italy,38.13205,13.33561
10,Salon Provincial,Salon,408.65277,Cascais Portugal,38.6979,-9.42146
11,Galeria Real,Galeria,281.23035,Lisboa Portugal,38.71667,-9.13333
11,Plaza Maldonado,Plaza,487.46814,Rome Italy,41.89193,12.51133
11,Puente Clamores,Puente,298.35126,Florencia Italy,43.77925,11.24626
11,Igelesia Mayor,Igelesia,318.87936,Nantes France,47.21725,-1.55336
11,Puente Los Mostenses,Puente,411.5057,Cascais Portugal,38.6979,-9.42146
11,Galeria San Isidro,Galeria,1.0,Lisboa Portugal,38.71667,-9.13333
11,Igelesia Los Mostenses,Igelesia,497.99612,Valencia Spain,39.456116,-0.3545661
11,Galeria Los Mostenses,Galeria,466.595,Lyon France,45.74846,4.84671
11,Salon Vieja,Salon,122.26002,Porto Portugal,41.14961,-8.61099
11,Salon Maldonado,Salon,1.0,Florencia Italy,43.77925,11.24626
11,Museo Clamores,Museo,253.48012,Barcelona Spain,41.3818,2.1685
11,Museo Nueva,Museo,348.56665,Sevilla Spain,37.39141,-5.9591775
11,Parque Maldonado,Parque,133.02023,Cannes France,43.55135,7.01275
11,Museo Los Mostenses,Museo,0.1,Lisboa Portugal,38.71667,-9.13333
11,Ayuntamiento Provincial,Ayuntamiento,500.0,Porto Portugal,41.14961,-8.61099
11,Sala Nueva,Sala,237.24759,Paris France,48.85341,2.3488
11,Salon Maldonado,Salon,214.68909,Estoril Portugal,38.70571,-9.39773
11,Puente Los Mostenses,Puente,37.30321,Milan Italy,45.46427,9.18951
11,Plaza San Isidro,Plaza,120.95377,Lisboa Portugal,38.71667,-9.13333
11,Parque Vieja,Parque,0.1,Nice France,43.70313,7.26608
11,Salon Clamores,Salon,500.0,Valencia Spain,39.456116,-0.3545661
11,Puente Vieja,Puente,1.0,Nantes France,47.21725,-1.55336
11,Catedral Vieja,Catedral,0.1,Cannes France,43.55135,7.01275
11,Catedral Santa Clara,Catedral,205.98993,Estoril Portugal,38.70571,-9.39773
11,Puente Los Mostenses,Puente,492.89325,Valencia Spain,39.456116,-0.3545661
11,Galeria Clamores,Galeria,1.0,Bourdeaux France,44.84044,-0.5805
11,Palacio Los Mostenses,Palacio,102.91319,Madrid Spain,40.489353,-3.6827462
11,Museo Nueva,Museo,0.1,Sevilla Spain,37.39141,-5.9591775
11,Parque Nueva,Parque,376.4375,Lyon France,45.74846,4.84671
11,Plaza Real,Plaza,0.1,Paris France,48.85341,2.3488
12,Galeria San Isidro,Galeria,500.0,Nice France,43.70313,7.26608
12,Museo Nueva,Museo,250.44206,Valencia Spain,39.456116,-0.3545661
12,Igelesia Provincial,Igelesia,0.1,Sevilla Spain,37.39141,-5.9591775
12,Salon Real,Salon,163.79466,Cannes France,43.55135,7.01275
12,Plaza Provincial,Plaza,150.62735,Florencia Italy,43.77925,11.24626
12,Sala Vieja,Sala,379.2168,Porto Portugal,41.14961,-8.61099
12,Igelesia Romano,Igelesia,0.1,Milan Italy,45.46427,9.18951
12,Igelesia Real,Igelesia,1.0,Bourdeaux France,44.84044,-0.5805
12,Catedral Real,Catedral,500.0,Lisboa Portugal,38.71667,-9.13333
12,Palacio San Roma,Palacio,1.0,Bourdeaux France,44.84044,-0.5805
12,Parque Clamores,Parque,92.1005,Madrid Spain,40.489353,-3.6827462
12,Ayuntamiento Clamores,Ayuntamiento,0.1,Porto Portugal,41.14961,-8.61099
12,Puente Nueva,Puente,500.0,Cascais Portugal,38.6979,-9.42146
12,Parque Maldonado,Parque,0.1,Bourdeaux France,44.84044,-0.5805
12,Museo Maldonado,Museo,39.4873,Milan Italy,45.46427,9.18951
12,Sala Provincial,Sala,224.88492,Valencia Spain,39.456116,-0.3545661
12,Catedral Los Mostenses,Catedral,429.8658,Milan Italy,45.46427,9.18951
12,Salon Vieja,Salon,500.0,Barcelona Spain,41.3818,2.1685
12,Salon Los Mostenses,Salon,1.0,Florencia Italy,43.77925,11.24626
12,Salon Romano,Salon,425.80585,Cannes France,43.55135,7.01275
12,Museo Santa Clara,Museo,0.1,Cannes France,43.55135,7.01275
12,Museo Clamores,Museo,462.80103,Sevilla Spain,37.39141,-5.9591775
12,Palacio Santa Clara,Palacio,0.1,Lisboa Portugal,38.71667,-9.13333
12,Palacio San Roma,Palacio,39.600876,Madrid Spain,40.489353,-3.6827462
12,Catedral Nueva,Catedral,500.0,Paris France,48.85341,2.3488
12,Museo Vieja,Museo,500.0,Lisboa Portugal,38.71667,-9.13333
12,Museo Clamores,Museo,500.0,Valencia Spain,39.456116,-0.3545661
12,Palacio San Isidro,Palacio,226.25168,Estoril Portugal,38.70571,-9.39773
12,Puente Santa Clara,Puente,500.0,Valencia Spain,39.456116,-0.3545661
12,Ayuntamiento Maldonado,Ayuntamiento,500.0,Milan Italy,45.46427,9.18951
13,Salon Clamores,Salon,330.92728,Nice France,43.70313,7.26608
13,Palacio Santa Clara,Palacio,1.0,Cannes France,43.55135,7.01275
13,Sala Provincial,Sala,500.0,Nantes France,47.21725,-1.55336
13,Catedral Maldonado,Catedral,0.1,Rome Italy,41.89193,12.51133
13,Parque San Roma,Parque,447.58017,Valencia Spain,39.456116,-0.3545661
13,Parque Los Mostenses,Parque,389.44556,Lisboa Portugal,38.71667,-9.13333
13,Museo Provincial,Museo,1.0,Paris France,48.85341,2.3488
13,Palacio Mayor,Palacio,1.0,Porto Portugal,41.14961,-8.61099
13,Plaza San Roma,Plaza,1.0,Madrid Spain,40.489353,-3.6827462
13,Plaza Maldonado,Plaza,278.1854,Madrid Spain,40.489353,-3.6827462
13,Plaza Santa Clara,Plaza,500.0,Cannes France,43.55135,7.01275
13,Salon Romano,Salon,237.4192,Nantes France,47.21725,-1.55336
13,Salon Romano,Salon,1.0,Lyon France,45.74846,4.84671
13,Palacio San Roma,Palacio,324.26883,Salamanca Spain,40.955967,-5.6802244
13,Palacio San Roma,Palacio,1.0,Madrid Spain,40.489353,-3.6827462
13,Plaza Real,Plaza,1.0,Barcelona Spain,41.3818,2.1685
13,Parque Mayor,Parque,431.64197,Milan Italy,45.46427,9.18951
13,Palacio Vieja,Palacio,0.1,Lisboa Portugal,38.71667,-9.13333
13,Galeria Maldonado,Galeria,141.82544,Paris France,48.85341,2.3488
13,Catedral Maldonado,Catedral,84.590904,Rome Italy,41.89193,12.51133
13,Parque Mayor,Parque,1.0,Bourdeaux France,44.84044,-0.5805
13,Plaza Provincial,Plaza,118.5293,Rome Italy,41.89193,12.51133
13,Puente Santa Clara,Puente,1.0,Bourdeaux France,44.84044,-0.5805
13,Museo Romano,Museo,1.0,Nantes France,47.21725,-1.55336
13,Catedral Maldonado,Catedral,70.8805,Paris France,48.85341,2.3488
13,Igelesia Real,Igelesia,500.0,Florencia Italy,43.77925,11.24626
13,Igelesia Provincial,Igelesia,0.1,Cannes France,43.55135,7.01275
14,Plaza San Isidro,Plaza,168.88669,Porto Portugal,41.14961,-8.61099
14,Museo San Roma,Museo,124.92305,Valencia Spain,39.456116,-0.3545661
14,Puente Maldonado,Puente,1.0,Paris France,48.85341,2.3488
14,Plaza San Roma,Plaza,316.39355,Palermo Italy,38.13205,13.33561
14,Ayuntamiento Santa Clara,Ayuntamiento,97.34346,Madrid Spain,40.489353,-3.6827462
14,Puente Real,Puente,39.73765,Lyon France,45.74846,4.84671
14,Museo Provincial,Museo,198.64586,Cannes France,43.55135,7.01275
14,Igelesia Maldonado,Igelesia,439.98154,Cannes France,43.55135,7.01275
14,Igelesia San Roma,Igelesia,384.49048,Salamanca Spain,40.955967,-5.6802244
14,Ayuntamiento Romano,Ayuntamiento,459.2358,Bourdeaux France,44.84044,-0.5805
14,Galeria Maldonado,Galeria,188.73175,Barcelona Spain,41.3818,2.1685
14,Plaza Clamores,Plaza,316.50388,Cannes France,43.55135,7.01275
14,Sala Los Mostenses,Sala,500.0,Rome Italy,41.89193,12.51133
14,Sala Real,Sala,1.0,Madrid Spain,40.489353,-3.6827462
14,Palacio Real,Palacio,1.0,Lyon France,45.74846,4.84671
14,Parque Mayor,Parque,316.63013,Lyon France,45.74846,4.84671
14,Puente Maldonado,Puente,0.1,Barcelona Spain,41.3818,2.1685
14,Ayuntamiento Vieja,Ayuntamiento,359.63477,Rome Italy,41.89193,12.51133
14,Sala Mayor,Sala,388.73477,Lisboa Portugal,38.71667,-9.13333
14,Sala Vieja,Sala,0.1,Paris France,48.85341,2.3488
14,Salon Santa Clara,Salon,493.91714,Salamanca Spain,40.955967,-5.6802244
14,Plaza San Roma,Plaza,0.1,Nantes France,47.21725,-1.55336
14,Palacio Provincial,Palacio,500.0,Milan Italy,45.46427,9.18951
14,Puente Real,Puente,500.0,Milan Italy,45.46427,9.18951
14,Parque Real,Parque,262.1155,Lyon France,45.74846,4.84671
15,Sala Real,Sala,1.0,Estoril Portugal,38.70571,-9.39773
15,Catedral Real,Catedral,86.08948,Nice France,43.70313,7.26608
15,Igelesia San Roma,Igelesia,0.1,Salamanca Spain,40.955967,-5.6802244
15,Parque Mayor,Parque,500.0,Cascais Portugal,38.6979,-9.42146
15,Plaza Clamores,Plaza,471.25302,Sevilla Spain,37.39141,-5.9591775
15,Parque Real,Parque,200.40825,Barcelona Spain,41.3818,2.1685
15,Plaza Mayor,Plaza,79.65577,Lyon France,45.74846,4.84671
16,Palacio Los Mostenses,Palacio,500.0,Cascais Portugal,38.6979,-9.42146
16,Galeria Maldonado,Galeria,271.95972,Lyon France,45.74846,4.84671
16,Igelesia Vieja,Igelesia,0.1,Valencia Spain,39.456116,-0.3545661
16,Salon Nueva,Salon,0.1,Nantes France,47.21725,-1.55336
16,Plaza San Roma,Plaza,0.1,Cannes France,43.55135,7.01275
16,Catedral Santa Clara,Catedral,318.98517,Cascais Portugal,38.6979,-9.42146
16,Museo Maldonado,Museo,500.0,Nantes France,47.21725,-1.55336
17,Ayuntamiento San Isidro,Ayuntamiento,500.0,Salamanca Spain,40.955967,-5.6802244
18,Puente Nueva,Puente,52.203896,Cannes France,43.55135,7.01275
19,Salon Mayor,Salon,407.47095,Nantes France,47.21725,-1.55336
19,Palacio Vieja,Palacio,500.0,Bourdeaux France,44.84044,-0.5805
19,Parque Clamores,Parque,151.92422,Nice France,43.70313,7.26608
19,Parque Clamores,Parque,232.49377,Cascais Portugal,38.6979,-9.42146
19,Plaza Nueva,Plaza,1.0,Bourdeaux France,44.84044,-0.5805
19,Ayuntamiento Mayor,Ayuntamiento,0.1,Paris France,48.85341,2.3488
19,Igelesia Romano,Igelesia,500.0,Salamanca Spain,40.955967,-5.6802244
19,Parque Nueva,Parque,135.17552,Lyon France,45.74846,4.84671
20,Palacio San Roma,Palacio,170.51556,Salamanca Spain,40.955967,-5.6802244
21,Galeria San Isidro,Galeria,500.0,Valencia Spain,39.456116,-0.3545661
21,Parque Real,Parque,1.0,Rome Italy,41.89193,12.51133
21,Palacio Provincial,Palacio,388.77542,Lisboa Portugal,38.71667,-9.13333
21,Plaza Nueva,Plaza,0.1,Lyon France,45.74846,4.84671
21,Ayuntamiento Romano,Ayuntamiento,198.69176,Palermo Italy,38.13205,13.33561
21,Palacio Nueva,Palacio,320.40756,Nantes France,47.21725,-1.55336
21,Salon Los Mostenses,Salon,1.0,Salamanca Spain,40.955967,-5.6802244
21,Catedral Vieja,Catedral,1.0,Valencia Spain,39.456116,-0.3545661
21,Catedral Nueva,Catedral,371.35388,Estoril Portugal,38.70571,-9.39773
21,Parque Santa Clara,Parque,500.0,Milan Italy,45.46427,9.18951
21,Plaza Mayor,Plaza,0.1,Florencia Italy,43.77925,11.24626
21,Igelesia Provincial,Igelesia,500.0,Porto Portugal,41.14961,-8.61099
21,Ayuntamiento Los Mostenses,Ayuntamiento,438.22775,Paris France,48.85341,2.3488
21,Parque San Isidro,Parque,1.0,Lyon France,45.74846,4.84671
21,Sala Real,Sala,0.1,Palermo Italy,38.13205,13.33561
21,Catedral San Isidro,Catedral,417.94586,Cascais Portugal,38.6979,-9.42146
21,Igelesia Vieja,Igelesia,192.68446,Estoril Portugal,38.70571,-9.39773
21,Museo Provincial,Museo,500.0,Milan Italy,45.46427,9.18951
21,Puente Real,Puente,396.03714,Porto Portugal,41.14961,-8.61099
21,Palacio Maldonado,Palacio,1.0,Cannes France,43.55135,7.01275
21,Parque Provincial,Parque,500.0,Valencia Spain,39.456116,-0.3545661
21,Palacio Vieja,Palacio,394.90918,Nice France,43.70313,7.26608
21,Parque Nueva,Parque,1.0,Salamanca Spain,40.955967,-5.6802244
21,Puente San Isidro,Puente,302.93567,Barcelona Spain,41.3818,2.1685
21,Sala Santa Clara,Sala,45.1067,Lisboa Portugal,38.71667,-9.13333
21,Igelesia Romano,Igelesia,0.1,Cannes France,43.55135,7.01275
21,Catedral Real,Catedral,268.47336,Paris France,48.85341,2.3488
21,Palacio Nueva,Palacio,416.52463,Nantes France,47.21725,-1.55336
21,Plaza San Isidro,Plaza,459.04654,Lyon France,45.74846,4.84671
21,Galeria San Isidro,Galeria,170.97456,Lyon France,45.74846,4.84671
22,Salon Los Mostenses,Salon,455.076,Lisboa Portugal,38.71667,-9.13333
23,Plaza Santa Clara,Plaza,103.11879,Porto Portugal,41.14961,-8.61099
24,Igelesia Nueva,Igelesia,122.52259,Salamanca Spain,40.955967,-5.6802244
24,Salon San Isidro,Salon,1.0,Florencia Italy,43.77925,11.24626
24,Ayuntamiento Nueva,Ayuntamiento,500.0,Estoril Portugal,38.70571,-9.39773
24,Puente Vieja,Puente,208.76027,Salamanca Spain,40.955967,-5.6802244
24,Catedral Los Mostenses,Catedral,0.1,Bourdeaux France,44.84044,-0.5805
24,Salon Santa Clara,Salon,500.0,Bourdeaux France,44.84044,-0.5805
24,Palacio Romano,Palacio,229.03838,Lisboa Portugal,38.71667,-9.13333
24,Galeria Clamores,Galeria,365.24222,Barcelona Spain,41.3818,2.1685
24,Parque Nueva,Parque,230.07974,Sevilla Spain,37.39141,-5.9591775
24,Ayuntamiento Nueva,Ayuntamiento,449.10617,Madrid Spain,40.489353,-3.6827462
24,Salon San Roma,Salon,1.0,Valencia Spain,39.456116,-0.3545661
24,Catedral Clamores,Catedral,1.0,Paris France,48.85341,2.3488
24,Plaza Santa Clara,Plaza,1.0,Cannes France,43.55135,7.01275
24,Catedral San Roma,Catedral,446.92697,Nantes France,47.21725,-1.55336
24,Museo Provincial,Museo,1.0,Nice France,43.70313,7.26608
24,Igelesia Santa Clara,Igelesia,500.0,Estoril Portugal,38.70571,-9.39773
24,Palacio Romano,Palacio,0.1,Nice France,43.70313,7.26608
24,Sala Clamores,Sala,151.98276,Milan Italy,45.46427,9.18951
24,Ayuntamiento Maldonado,Ayuntamiento,37.062378,Sevilla Spain,37.39141,-5.9591775
24,Museo Real,Museo,1.0,Florencia Italy,43.77925,11.24626
24,Ayuntamiento Clamores,Ayuntamiento,230.4323,Cascais Portugal,38.6979,-9.42146
24,Puente Romano,Puente,138.37099,Florencia Italy,43.77925,11.24626
24,Sala Romano,Sala,0.1,Nantes France,47.21725,-1.55336
24,Parque Vieja,Parque,28.417545,Lisboa Portugal,38.71667,-9.13333
24,Ayuntamiento Real,Ayuntamiento,405.5273,Lisboa Portugal,38.71667,-9.13333
24,Sala Clamores,Sala,1.0,Madrid Spain,40.489353,-3.6827462
24,Salon San Roma,Salon,500.0,Rome Italy,41.89193,12.51133
